judge,dataset,category,n,seed,cov_raw,width_raw,cov_adj,width_adj,pearson,cp_informativeness,rsg
LLaVA-Critic,Concept Caption,Knowledge/Web,398,1,0.914572864321608,2.7900917655858564,0.9949748743718593,3.457286432160804,0.38922313512228257,0.3024770586035359,0.08674607651874666
LLaVA-Critic,Concept Caption,Knowledge/Web,398,2,0.8693467336683417,2.297716596018729,0.964824120603015,3.1658291457286434,0.48003571366395986,0.4255708509953178,0.05446486266864209
LLaVA-Critic,Concept Caption,Knowledge/Web,398,3,0.8190954773869347,2.4349169958775967,0.9849246231155779,3.1155778894472363,0.33050128309416005,0.3912707510306008,-0.06076946793644078
LLaVA-Critic,Concept Caption,Knowledge/Web,398,4,0.9246231155778895,3.0494014917306567,1.0,3.708542713567839,0.3483653967969535,0.23764962706733583,0.11071576972961766
LLaVA-Critic,Concept Caption,Knowledge/Web,398,5,0.9195979899497487,3.2566293501973753,1.0,3.7839195979899496,0.3362858105292213,0.18584266245065617,0.15044314807856513
LLaVA-Critic,Concept Caption,Knowledge/Web,398,6,0.9246231155778895,2.6080093198086147,0.9849246231155779,3.4271356783919598,0.36659160412693587,0.3479976700478463,0.018593934079089547
LLaVA-Critic,Concept Caption,Knowledge/Web,398,7,0.9095477386934674,2.6638410786288467,0.9849246231155779,3.341708542713568,0.3890301986385601,0.33403973034278833,0.054990468295771755
LLaVA-Critic,Concept Caption,Knowledge/Web,398,8,0.9195979899497487,2.6063805003861087,0.9849246231155779,3.2462311557788945,0.2018833339397908,0.3484048749034728,-0.14652154096368203
LLaVA-Critic,Concept Caption,Knowledge/Web,398,9,0.8693467336683417,2.6041320484487254,0.9899497487437185,3.3316582914572863,0.40112402536931785,0.34896698788781866,0.05215703748149919
LLaVA-Critic,Concept Caption,Knowledge/Web,398,10,0.8341708542713567,2.38680382949024,0.9396984924623115,2.8844221105527637,0.4070191673695676,0.40329904262744,0.0037201247421276284
LLaVA-Critic,ScienceQA,Vision-Heavy,396,1,0.9343434343434344,3.53386998537815,0.98989898989899,3.792929292929293,0.3985388532242057,0.11653250365546253,0.28200634956874315
LLaVA-Critic,ScienceQA,Vision-Heavy,396,2,0.8535353535353535,2.630515516406358,0.9242424242424242,3.202020202020202,0.24358660025334536,0.3423711208984105,-0.09878452064506513
LLaVA-Critic,ScienceQA,Vision-Heavy,396,3,0.9090909090909091,3.308473056615001,0.9848484848484849,3.707070707070707,0.25204980220969764,0.17288173584624977,0.07916806636344786
LLaVA-Critic,ScienceQA,Vision-Heavy,396,4,0.9444444444444444,3.5092454016810715,0.9848484848484849,3.797979797979798,0.31661632884926155,0.12268864957973213,0.19392767926952942
LLaVA-Critic,ScienceQA,Vision-Heavy,396,5,0.9191919191919192,3.4889640826167483,0.98989898989899,3.7777777777777777,0.2967742937418745,0.12775897934581293,0.16901531439606154
LLaVA-Critic,ScienceQA,Vision-Heavy,396,6,0.8232323232323232,2.51142484009868,0.9090909090909091,2.9646464646464645,0.23679886779682174,0.37214378997533004,-0.1353449221785083
LLaVA-Critic,ScienceQA,Vision-Heavy,396,7,0.8737373737373737,2.920429259839684,0.9494949494949495,3.409090909090909,0.15793002990009514,0.269892685040079,-0.11196265513998388
LLaVA-Critic,ScienceQA,Vision-Heavy,396,8,0.9090909090909091,3.4952063078832145,0.9797979797979798,3.7676767676767677,0.2638751597229502,0.12619842302919637,0.13767673669375385
LLaVA-Critic,ScienceQA,Vision-Heavy,396,9,0.898989898989899,3.0793814364105763,0.9595959595959596,3.5454545454545454,0.36319449036605045,0.23015464089735593,0.13303984946869452
LLaVA-Critic,ScienceQA,Vision-Heavy,396,10,0.898989898989899,3.112551801132433,0.9444444444444444,3.515151515151515,0.29927704402229544,0.22186204971689172,0.07741499430540372
LLaVA-Critic,VisitBench,General VQA,397,1,0.914572864321608,3.172502218778409,0.9949748743718593,3.522613065326633,0.4105249996600653,0.20687444530539778,0.2036505543546675
LLaVA-Critic,VisitBench,General VQA,397,2,0.8241206030150754,2.825737981940035,0.9748743718592965,3.3969849246231156,0.3362408790096901,0.2935655045149913,0.04267537449469877
LLaVA-Critic,VisitBench,General VQA,397,3,0.8844221105527639,3.1826676298026464,0.9949748743718593,3.658291457286432,0.37426897222402544,0.2043330925493384,0.16993587967468704
LLaVA-Critic,VisitBench,General VQA,397,4,0.914572864321608,2.9810324428069532,0.9849246231155779,3.5376884422110555,0.400224934814981,0.2547418892982617,0.1454830455167193
LLaVA-Critic,VisitBench,General VQA,397,5,0.8592964824120602,2.896329078842048,0.9849246231155779,3.437185929648241,0.33056928606695374,0.27591773028948796,0.05465155577746578
LLaVA-Critic,VisitBench,General VQA,397,6,0.8944723618090452,2.950064877768857,0.9949748743718593,3.487437185929648,0.35214403328588134,0.26248378055778576,0.08966025272809558
LLaVA-Critic,VisitBench,General VQA,397,7,0.8592964824120602,3.033462242864484,0.9798994974874372,3.6030150753768844,0.3471211637502823,0.24163443928387895,0.10548672446640334
LLaVA-Critic,VisitBench,General VQA,397,8,0.7738693467336684,2.522507681319462,0.9447236180904522,3.180904522613065,0.23621544690294996,0.36937307967013455,-0.1331576327671846
LLaVA-Critic,VisitBench,General VQA,397,9,0.9346733668341709,3.171913902963226,0.9849246231155779,3.557788944723618,0.38024429238491764,0.2070215242591935,0.17322276812572412
LLaVA-Critic,VisitBench,General VQA,397,10,0.7537688442211056,2.638145751689547,0.964824120603015,3.2814070351758793,0.3411824359201857,0.3404635620776133,0.0007188738425724095
LLaVA-Critic,WIT,Knowledge/Web,399,1,0.875,2.565304366350174,0.98,3.25,0.0830023930872709,0.3586739084124565,-0.2756715153251856
LLaVA-Critic,WIT,Knowledge/Web,399,2,0.885,2.5181467747688293,0.965,3.17,0.22274185129048962,0.3704633063077927,-0.14772145501730305
LLaVA-Critic,WIT,Knowledge/Web,399,3,0.9,3.0088121521472933,0.99,3.36,0.02444687619844557,0.2477969619631767,-0.22335008576473112
LLaVA-Critic,WIT,Knowledge/Web,399,4,0.88,2.563121287822723,0.975,3.255,0.23147302872703682,0.3592196780443192,-0.12774664931728238
LLaVA-Critic,WIT,Knowledge/Web,399,5,0.9,3.003745486140251,0.99,3.415,0.049774275447014196,0.24906362846493724,-0.19928935301792305
LLaVA-Critic,WIT,Knowledge/Web,399,6,0.96,3.169243847131729,1.0,3.655,0.18280393116909321,0.20768903821706775,-0.02488510704797453
LLaVA-Critic,WIT,Knowledge/Web,399,7,0.935,3.1688542610406873,1.0,3.695,0.09307819478072349,0.20778643473982816,-0.11470823995910467
LLaVA-Critic,WIT,Knowledge/Web,399,8,0.6,1.0521994572877884,0.945,2.4,0.10955201341884062,0.7369501356780529,-0.6273981222592123
LLaVA-Critic,WIT,Knowledge/Web,399,9,0.88,2.4190113800764084,0.99,3.19,0.17983456185176808,0.3952471549808979,-0.21541259312912983
LLaVA-Critic,WIT,Knowledge/Web,399,10,0.915,2.7800306367874144,0.99,3.39,0.25877744749416426,0.3049923408031464,-0.04621489330898215
LLaVA-Critic,coco,General VQA,397,1,0.964824120603015,3.116827260908769,1.0,3.6683417085427137,0.4633959390787884,0.22079318477280774,0.24260275430598066
LLaVA-Critic,coco,General VQA,397,2,0.8743718592964824,2.4357099527090638,0.964824120603015,3.0,0.28922229015683903,0.39107251182273406,-0.10185022166589502
LLaVA-Critic,coco,General VQA,397,3,0.9346733668341709,2.555831854067855,0.9899497487437185,3.1055276381909547,0.365168320560274,0.36104203648303623,0.004126284077237752
LLaVA-Critic,coco,General VQA,397,4,0.864321608040201,2.40968204383275,0.9849246231155779,3.080402010050251,0.45974965372022214,0.3975794890418125,0.062170164678409634
LLaVA-Critic,coco,General VQA,397,5,0.8894472361809045,2.4836277997673455,0.9949748743718593,3.14070351758794,0.3629647756563362,0.3790930500581636,-0.016128274401827403
LLaVA-Critic,coco,General VQA,397,6,0.914572864321608,2.591545030100262,0.9798994974874372,3.1155778894472363,0.3670255548351818,0.35211374247493454,0.014911812360247245
LLaVA-Critic,coco,General VQA,397,7,0.8592964824120602,2.2881358017274485,0.9698492462311558,2.864321608040201,0.35611019660908944,0.4279660495681379,-0.07185585295904845
LLaVA-Critic,coco,General VQA,397,8,0.914572864321608,2.4876698213606026,0.9849246231155779,3.180904522613065,0.35863790351000385,0.37808254465984936,-0.01944464114984551
LLaVA-Critic,coco,General VQA,397,9,0.9246231155778895,2.4809746778191033,0.9798994974874372,3.0603015075376883,0.4004407570932269,0.3797563305452242,0.020684426548002732
LLaVA-Critic,coco,General VQA,397,10,0.9296482412060302,2.758709690079617,0.9798994974874372,3.201005025125628,0.33008092817274637,0.31032257748009573,0.01975835069265064
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,1,0.9333333333333333,3.761622965335846,1.0,3.9066666666666667,0.1288206247228267,0.05959425866603851,0.0692263660567882
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,2,0.8666666666666667,3.241553314526876,1.0,3.9133333333333336,0.05762853576231432,0.18961167136828105,-0.13198313560596675
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,3,0.8066666666666666,3.178803505897522,0.9666666666666667,3.7866666666666666,0.050053852063118805,0.20529912352561952,-0.15524527146250072
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,4,0.78,2.9891406806310017,0.9733333333333334,3.68,0.1552867223455316,0.2527148298422496,-0.09742810749671799
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,5,0.9533333333333334,3.854194002946218,1.0,3.993333333333333,0.07344639486441963,0.036451499263445486,0.036994895600974145
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,6,0.8466666666666667,3.186356550057729,0.9733333333333334,3.7533333333333334,-0.0033250208969366475,0.20341086248556772,-0.20008584158863107
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,7,0.9066666666666666,3.542525552113851,0.9866666666666667,3.94,0.09547052532980281,0.11436861197153725,-0.018898086641734438
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,8,0.86,3.09608119169871,0.98,3.8866666666666667,0.074915916144425,0.22597970207532247,-0.15106378593089748
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,9,0.9,3.579353864987691,1.0,3.8466666666666667,0.11676001337424148,0.10516153375307724,0.01159847962116424
LLaVA-Critic,diffusiondb,Aesthetics/AI,299,10,0.8733333333333333,3.3071048108736676,0.9866666666666667,3.84,0.1351837128216855,0.1732237972815831,-0.038040084459897594
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,1,0.7085427135678392,2.7097381922467867,0.9246231155778895,3.3618090452261304,0.38460357912237847,0.3225654519383033,0.06203812718407514
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,2,0.8844221105527639,3.522604965684402,0.9597989949748744,3.8542713567839195,0.4556192143182073,0.11934875857889948,0.3362704557393078
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,3,0.8592964824120602,3.3645334645132325,0.9698492462311558,3.7889447236180906,0.3730345483987848,0.15886663387169186,0.21416791452709294
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,4,0.9045226130653267,3.6123543109127025,1.0,3.9396984924623117,0.4713214702525181,0.09691142227182437,0.3744100479806937
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,5,0.9195979899497487,3.23723662019375,0.964824120603015,3.663316582914573,0.4319249499922821,0.19069084495156252,0.24123410504071957
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,6,0.8844221105527639,3.4007531602178984,0.9849246231155779,3.798994974874372,0.45296070478573186,0.1498117099455254,0.30314899484020646
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,7,0.914572864321608,3.5195409700499107,0.9849246231155779,3.8542713567839195,0.43085025058186865,0.12011475748752232,0.31073549309434634
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,8,0.8894472361809045,3.4055905246255387,0.9798994974874372,3.7437185929648242,0.3826948152272866,0.14860236884361533,0.23409244638367127
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,9,0.9095477386934674,3.615841510307849,0.9798994974874372,3.8391959798994977,0.447286867204282,0.09603962242303776,0.35124724478124425
LLaVA-Critic,infographicsVQA,Vision-Heavy,398,10,0.9296482412060302,3.6612215659127165,0.9849246231155779,3.9346733668341707,0.4382153563167211,0.08469460852182087,0.3535207477949002
LLaVA-Critic,llava_bench,General VQA,396,1,0.8838383838383839,2.852162151625662,0.98989898989899,3.5454545454545454,0.22001108953099385,0.28695946209358447,-0.06694837256259062
LLaVA-Critic,llava_bench,General VQA,396,2,0.797979797979798,2.6207732046493377,0.9595959595959596,3.3282828282828283,0.20723300017937207,0.34480669883766557,-0.1375736986582935
LLaVA-Critic,llava_bench,General VQA,396,3,0.8333333333333334,2.5066097842322455,0.9797979797979798,3.4797979797979797,0.24914886526607283,0.37334755394193864,-0.12419868867586581
LLaVA-Critic,llava_bench,General VQA,396,4,0.9242424242424242,3.3591587934831177,1.0,3.974747474747475,0.24388339221262495,0.16021030162922056,0.08367309058340439
LLaVA-Critic,llava_bench,General VQA,396,5,0.8888888888888888,2.8797964700544725,0.9595959595959596,3.5757575757575757,0.21569001766923296,0.2800508824863819,-0.06436086481714892
LLaVA-Critic,llava_bench,General VQA,396,6,0.9191919191919192,3.3336145570783904,0.9949494949494949,3.9797979797979797,0.1873627823171215,0.1665963607304024,0.020766421586719097
LLaVA-Critic,llava_bench,General VQA,396,7,0.7878787878787878,2.1397361153303973,0.9494949494949495,3.0505050505050506,0.3048152335294618,0.46506597116740067,-0.16025073763793884
LLaVA-Critic,llava_bench,General VQA,396,8,0.8939393939393939,3.1048349695976336,0.9848484848484849,3.742424242424242,0.24584139345965358,0.2237912576005916,0.022050135859061987
LLaVA-Critic,llava_bench,General VQA,396,9,0.9646464646464646,3.7390126676270454,1.0,3.9696969696969697,0.2693064224357215,0.06524683309323864,0.20405958934248286
LLaVA-Critic,llava_bench,General VQA,396,10,0.9343434343434344,3.2531941057455662,0.98989898989899,3.7222222222222223,0.3105526288531727,0.18670147356360844,0.12385115528956425
LLaVA-Critic,mathvista,Vision-Heavy,790,1,0.8354430379746836,2.9961939573287966,0.9645569620253165,3.5316455696202533,0.30516359916208047,0.25095151066780086,0.05421208849427961
LLaVA-Critic,mathvista,Vision-Heavy,790,2,0.8860759493670886,3.367975285083433,0.9924050632911392,3.789873417721519,0.38243602582266023,0.1580061787291418,0.22442984709351843
LLaVA-Critic,mathvista,Vision-Heavy,790,3,0.9341772151898734,3.4533674004711683,0.979746835443038,3.721518987341772,0.4058749309704997,0.13665814988220792,0.2692167810882918
LLaVA-Critic,mathvista,Vision-Heavy,790,4,0.850632911392405,3.0018016169342814,0.9670886075949368,3.49873417721519,0.3922972981210869,0.24954959576642965,0.14274770235465722
LLaVA-Critic,mathvista,Vision-Heavy,790,5,0.9240506329113924,3.3599601787856863,0.9822784810126582,3.7569620253164557,0.3945084520270274,0.16000995530357842,0.23449849672344897
LLaVA-Critic,mathvista,Vision-Heavy,790,6,0.6582278481012658,3.49514824136903,0.9873417721518988,3.8354430379746836,0.3916851787685465,0.1262129396577425,0.26547223911080403
LLaVA-Critic,mathvista,Vision-Heavy,790,7,0.8962025316455696,3.384714189662209,0.9873417721518988,3.751898734177215,0.38844793993856486,0.1538214525844478,0.23462648735411706
LLaVA-Critic,mathvista,Vision-Heavy,790,8,0.9113924050632911,3.4382094265539433,0.9873417721518988,3.789873417721519,0.38930166523535964,0.14044764336151416,0.24885402187384548
LLaVA-Critic,mathvista,Vision-Heavy,790,9,0.9088607594936708,3.3438928607143934,0.9746835443037974,3.643037974683544,0.4120310919867986,0.16402678482140165,0.24800430716539695
LLaVA-Critic,mathvista,Vision-Heavy,790,10,0.8911392405063291,3.3637058206751376,0.9746835443037974,3.6860759493670887,0.3654099937331914,0.1590735448312156,0.20633644890197578
LLaVA-Critic,mind2web,Knowledge/Web,398,1,0.9447236180904522,2.869559111307614,0.9899497487437185,3.472361809045226,0.3661787384409809,0.2826102221730965,0.08356851626788442
LLaVA-Critic,mind2web,Knowledge/Web,398,2,0.9748743718592965,3.26250787715816,0.9949748743718593,3.7437185929648242,0.3032710104435602,0.18437303071045996,0.11889797973310023
LLaVA-Critic,mind2web,Knowledge/Web,398,3,0.7688442211055276,1.9900150454823096,0.949748743718593,2.7185929648241207,0.28460302408875426,0.5024962386294226,-0.21789321454066835
LLaVA-Critic,mind2web,Knowledge/Web,398,4,0.8542713567839196,2.5235420273776032,0.949748743718593,3.150753768844221,0.30417255576270524,0.3691144931555992,-0.06494193739289394
LLaVA-Critic,mind2web,Knowledge/Web,398,5,0.9095477386934674,2.670597218388888,0.9849246231155779,3.2311557788944723,0.24905924304682178,0.33235069540277795,-0.08329145235595617
LLaVA-Critic,mind2web,Knowledge/Web,398,6,0.9095477386934674,2.861665712529091,1.0,3.4321608040201004,0.3034289606854428,0.2845835718677272,0.01884538881771558
LLaVA-Critic,mind2web,Knowledge/Web,398,7,0.8944723618090452,2.6472968941357866,0.9949748743718593,3.2110552763819094,0.19266317184505874,0.33817577646605335,-0.1455126046209946
LLaVA-Critic,mind2web,Knowledge/Web,398,8,0.8693467336683417,2.3578367065544703,0.9899497487437185,3.0150753768844223,0.25993725346396623,0.4105408233613824,-0.1506035698974162
LLaVA-Critic,mind2web,Knowledge/Web,398,9,0.8341708542713567,2.5014900430363025,0.964824120603015,3.14070351758794,0.26292187466157874,0.37462748924092437,-0.11170561457934564
LLaVA-Critic,mind2web,Knowledge/Web,398,10,0.8743718592964824,2.800356796039409,0.9798994974874372,3.351758793969849,0.26023959569962424,0.2999108009901478,-0.03967120529052354
LLaVA-Critic,mm-vet,General VQA,258,1,0.813953488372093,2.3531545262004054,0.937984496124031,2.875968992248062,0.23605064424840125,0.41171136844989864,-0.1756607242014974
LLaVA-Critic,mm-vet,General VQA,258,2,0.9457364341085271,3.655848580737447,0.9844961240310077,3.86046511627907,0.278992083930576,0.0860378548156383,0.1929542291149377
LLaVA-Critic,mm-vet,General VQA,258,3,0.875968992248062,2.274459343547969,0.9302325581395349,2.7829457364341086,0.40289381831571464,0.43138516411300776,-0.02849134579729312
LLaVA-Critic,mm-vet,General VQA,258,4,0.9224806201550387,2.911608257959055,0.9612403100775194,3.434108527131783,0.2605678312905296,0.2720979355102362,-0.011530104219706627
LLaVA-Critic,mm-vet,General VQA,258,5,0.937984496124031,3.5198598536410075,0.9844961240310077,3.7751937984496124,0.20658315158950064,0.12003503658974812,0.08654811499975251
LLaVA-Critic,mm-vet,General VQA,258,6,0.937984496124031,3.562949311825656,1.0,3.875968992248062,0.3849637753921585,0.10926267204358597,0.2757011033485725
LLaVA-Critic,mm-vet,General VQA,258,7,0.8682170542635659,2.527834097544352,0.9534883720930233,3.0930232558139537,0.06962095844327114,0.368041475613912,-0.29842051717064083
LLaVA-Critic,mm-vet,General VQA,258,8,0.9224806201550387,3.0433067018671554,0.9922480620155039,3.5348837209302326,0.23105881622637167,0.23917332453321116,-0.00811450830683949
LLaVA-Critic,mm-vet,General VQA,258,9,0.9224806201550387,3.7544170978457427,0.9922480620155039,3.953488372093023,0.27126204706936224,0.061395725538564316,0.20986632153079793
LLaVA-Critic,mm-vet,General VQA,258,10,0.937984496124031,3.1376603647719983,0.9767441860465116,3.62015503875969,0.20913120826267964,0.21558490880700043,-0.0064537005443207895
LLaVA-Critic,textVQA,Vision-Heavy,399,1,0.9,3.2330987572669985,0.97,3.655,0.2928739804444836,0.19172531068325038,0.10114866976123321
LLaVA-Critic,textVQA,Vision-Heavy,399,2,0.9,2.951715127825737,0.99,3.41,0.4229808156260828,0.2620712180435657,0.1609095975825171
LLaVA-Critic,textVQA,Vision-Heavy,399,3,0.915,2.9691948217153548,0.965,3.47,0.41210326333955355,0.2577012945711613,0.15440196876839224
LLaVA-Critic,textVQA,Vision-Heavy,399,4,0.905,3.057325528264046,0.95,3.45,0.4561906224389561,0.23566861793398852,0.22052200450496756
LLaVA-Critic,textVQA,Vision-Heavy,399,5,0.86,3.0349208974838255,0.97,3.485,0.38937721852770807,0.24126977562904361,0.14810744289866445
LLaVA-Critic,textVQA,Vision-Heavy,399,6,0.885,3.033638823032379,0.965,3.435,0.3142726776682512,0.24159029424190526,0.07268238342634592
LLaVA-Critic,textVQA,Vision-Heavy,399,7,0.795,2.2182629162073138,0.905,2.905,0.4093423305885806,0.44543427094817156,-0.03609194035959096
LLaVA-Critic,textVQA,Vision-Heavy,399,8,0.84,2.6940146762132646,0.945,3.16,0.3053632789374719,0.32649633094668384,-0.02113305200921195
LLaVA-Critic,textVQA,Vision-Heavy,399,9,0.9,2.9339138466119765,0.965,3.395,0.3639153823665305,0.26652153834700587,0.09739384401952461
LLaVA-Critic,textVQA,Vision-Heavy,399,10,0.835,2.6561536705493927,0.985,3.175,0.41971931530120626,0.33596158236265183,0.08375773293855443
Phi-4,AesBench,Aesthetics/AI,392,1,0.9438775510204082,2.140692257759522,0.9846938775510204,2.7091836734693877,0.40216369990721484,0.46482693556011945,-0.0626632356529046
Phi-4,AesBench,Aesthetics/AI,392,2,0.8520408163265306,1.8620467842841635,0.9642857142857143,2.4693877551020407,0.42755490622395564,0.5344883039289592,-0.10693339770500354
Phi-4,AesBench,Aesthetics/AI,392,3,0.8673469387755102,1.9176790811577622,0.9744897959183674,2.5306122448979593,0.35116275551412307,0.5205802297105595,-0.16941747419643644
Phi-4,AesBench,Aesthetics/AI,392,4,0.8979591836734694,1.9810170604258168,0.9795918367346939,2.5816326530612246,0.36628023984884267,0.5047457348935458,-0.13846549504470312
Phi-4,AesBench,Aesthetics/AI,392,5,0.9336734693877551,2.206603036851299,0.9897959183673469,2.760204081632653,0.43869216579096015,0.4483492407871752,-0.009657074996215043
Phi-4,AesBench,Aesthetics/AI,392,6,0.7959183673469388,1.836517726888462,0.9744897959183674,2.510204081632653,0.3402632900415132,0.5408705682778845,-0.2006072782363713
Phi-4,AesBench,Aesthetics/AI,392,7,0.8775510204081632,1.8176106214523315,0.9897959183673469,2.5969387755102042,0.4237362059139225,0.5455973446369171,-0.12186113872299459
Phi-4,AesBench,Aesthetics/AI,392,8,0.8622448979591837,1.7303862851493212,0.9744897959183674,2.5357142857142856,0.378116241537116,0.5674034287126697,-0.1892871871755537
Phi-4,AesBench,Aesthetics/AI,392,9,0.8724489795918368,1.9988943788470055,0.9795918367346939,2.6377551020408165,0.3405606149696003,0.5002764052882487,-0.1597157903186484
Phi-4,AesBench,Aesthetics/AI,392,10,0.7551020408163265,1.0422912313013661,0.9642857142857143,2.25,0.36632292190238086,0.7394271921746585,-0.3731042702722776
Phi-4,ChartQA,Vision-Heavy,400,1,0.835,3.24340715110302,0.925,3.645,0.1944046248496372,0.18914821222424505,0.005256412625392143
Phi-4,ChartQA,Vision-Heavy,400,2,0.905,3.64715586066246,0.985,3.92,0.3112247409164713,0.08821103483438497,0.22301370608208632
Phi-4,ChartQA,Vision-Heavy,400,3,0.9,3.800118479728699,0.995,3.965,0.2972209113568,0.04997038006782528,0.24725053128897473
Phi-4,ChartQA,Vision-Heavy,400,4,0.915,3.6615333008766173,0.98,3.88,0.23199166279197866,0.08461667478084567,0.147374988011133
Phi-4,ChartQA,Vision-Heavy,400,5,0.915,3.8367469280958177,0.985,3.965,0.22966679771701073,0.040813267976045564,0.18885352974096517
Phi-4,ChartQA,Vision-Heavy,400,6,0.905,3.6565396052598955,0.965,3.855,0.21633423981418753,0.08586509868502612,0.13046914112916141
Phi-4,ChartQA,Vision-Heavy,400,7,0.78,3.112467501759529,0.94,3.5,0.3003707491469298,0.22188312456011772,0.07848762458681208
Phi-4,ChartQA,Vision-Heavy,400,8,0.88,3.5304851120710374,0.955,3.755,0.09690188852680501,0.11737872198224064,-0.020476833455435633
Phi-4,ChartQA,Vision-Heavy,400,9,0.95,3.8661577492952346,0.99,3.935,0.1947682719451401,0.03346056267619135,0.16130770926894875
Phi-4,ChartQA,Vision-Heavy,400,10,0.93,3.583195536136627,0.985,3.87,0.2208096467172157,0.10420111596584325,0.11660853075137245
Phi-4,Concept Caption,Knowledge/Web,398,1,0.9346733668341709,3.0530571206730213,0.9949748743718593,3.6532663316582914,0.2817845360290417,0.23673571983174468,0.045048816197297004
Phi-4,Concept Caption,Knowledge/Web,398,2,0.8743718592964824,2.50448880602966,0.9899497487437185,3.391959798994975,0.3300837913124474,0.37387779849258496,-0.04379400718013754
